date,symbol,metric,value,statement_type
2024-12-31,CEG,naive_roe,0.276903759509565,profitability
2024-12-31,CEG,naive_roa,0.07083475040622757,profitability
2024-12-31,CEG,simplified_roic,0.19101635460799052,profitability
2024-12-31,CEG,gross_profit_margin,0.2541581805838425,profitability
2024-12-31,CEG,operating_margin,0.1846571622539036,profitability
2024-12-31,CEG,operating_income_ratio,0.1846571623,profitability
2024-12-31,CEG,net_profit_margin,0.15907162253903598,profitability
2024-12-31,CEG,ebitda_margin,0.3276476578411405,profitability
2024-12-31,CEG,earnings_per_share,11.9,profitability
2024-12-31,CEG,diluted_earnings_per_share,11.9,profitability
2024-12-31,CEG,naive_debt_to_equity,0.6213161976512298,leverage
2024-12-31,CEG,naive_equity_ratio,0.2558099988663417,leverage
2024-12-31,CEG,naive_debt_ratio,0.15893889581680082,leverage
2024-12-31,CEG,naive_debt_to_capital,0.3832171655049884,leverage
2024-12-31,CEG,interest_coverage,15.26086956521739,leverage
2024-12-31,CEG,net_debt_to_ebitda,0.698005698005698,leverage
2024-12-31,CEG,current_ratio,1.5740578439964943,liquidity
2024-12-31,CEG,quick_ratio,0.5419222903885481,liquidity
2024-12-31,CEG,cash_ratio,0.4414256500146071,liquidity
2024-12-31,CEG,operating_cashflow_to_capex,-0.9606237816764133,liquidity
2024-12-31,CEG,operating_cash_flow_ratio,-0.35991820040899797,liquidity
